date,Production(KWh),Consumption(KWh)
2023-12-23 0:00:00,0,0
2023-12-23 1:00:00,0,0
2023-12-23 2:00:00,0,0
2023-12-23 3:00:00,0,0
2023-12-23 4:00:00,0,0
2023-12-23 5:00:00,0,0
2023-12-23 6:00:00,0,0
2023-12-23 7:00:00,0,0
2023-12-23 8:00:00,0,0
2023-12-23 9:00:00,0,0
2023-12-23 10:00:00,0,0
2023-12-23 11:00:00,0,0
2023-12-23 12:00:00,0,0
2023-12-23 13:00:00,0,0
2023-12-23 14:00:00,0,0
2023-12-23 15:00:00,0,0
2023-12-23 16:00:00,0,0
2023-12-23 17:00:00,0,0
2023-12-23 18:00:00,0,0
2023-12-23 19:00:00,0,0
2023-12-23 20:00:00,0,0
2023-12-23 21:00:00,0,0
2023-12-23 22:00:00,0,0
2023-12-23 23:00:00,0,0
