date,Production(KWh),Consumption(KWh)
2023-10-28 0:00:00,0,0
2023-10-28 1:00:00,0,0
2023-10-28 2:00:00,0,0
2023-10-28 3:00:00,0,0
2023-10-28 4:00:00,0,0
2023-10-28 5:00:00,0,0
2023-10-28 6:00:00,0,0
2023-10-28 7:00:00,0,0
2023-10-28 8:00:00,0,0
2023-10-28 9:00:00,0,0
2023-10-28 10:00:00,0,0
2023-10-28 11:00:00,0,0
2023-10-28 12:00:00,0,0
2023-10-28 13:00:00,0,0
2023-10-28 14:00:00,0,0
2023-10-28 15:00:00,0,0
2023-10-28 16:00:00,0,0
2023-10-28 17:00:00,0,0
2023-10-28 18:00:00,0,0
2023-10-28 19:00:00,0,0
2023-10-28 20:00:00,0,0
2023-10-28 21:00:00,0,0
2023-10-28 22:00:00,0,0
2023-10-28 23:00:00,0,0
