date,Production(KWh),Consumption(KWh)
2023-11-22 0:00:00,0,0
2023-11-22 1:00:00,0,0
2023-11-22 2:00:00,0,0
2023-11-22 3:00:00,0,0
2023-11-22 4:00:00,0,0
2023-11-22 5:00:00,0,0
2023-11-22 6:00:00,0,0
2023-11-22 7:00:00,0,0
2023-11-22 8:00:00,0,0
2023-11-22 9:00:00,0,0
2023-11-22 10:00:00,0,0
2023-11-22 11:00:00,0,0
2023-11-22 12:00:00,0,0
2023-11-22 13:00:00,0,0
2023-11-22 14:00:00,0,0
2023-11-22 15:00:00,0,0
2023-11-22 16:00:00,0,0
2023-11-22 17:00:00,0,0
2023-11-22 18:00:00,0,0
2023-11-22 19:00:00,0,0
2023-11-22 20:00:00,0,0
2023-11-22 21:00:00,0,0
2023-11-22 22:00:00,0,0
2023-11-22 23:00:00,0,0
