date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-05-02 0:00:00,0.0,0.0,0.0,0.1
2020-05-02 1:00:00,0.0,0.0,0.0,0.0
2020-05-02 2:00:00,0.0,0.0,0.0,0.0
2020-05-02 3:00:00,0.0,0.0,0.0,0.0
2020-05-02 4:00:00,0.0,0.0,0.0,0.0
2020-05-02 5:00:00,0.0,0.0,0.0,0.0
2020-05-02 6:00:00,0.0,0.0,0.0,0.0
2020-05-02 7:00:00,0.0,0.0,0.0,0.1
2020-05-02 8:00:00,0.0,0.0,0.0,0.0
2020-05-02 9:00:00,0.0,0.1,0.1,0.0
2020-05-02 10:00:00,0.0,0.2,0.2,0.0
2020-05-02 11:00:00,0.0,0.4,0.4,0.0
2020-05-02 12:00:00,0.0,0.4,0.4,0.0
2020-05-02 13:00:00,0.0,0.2,0.3,0.0
2020-05-02 14:00:00,0.0,0.2,0.2,0.0
2020-05-02 15:00:00,0.0,0.1,0.1,0.0
2020-05-02 16:00:00,0.0,0.0,0.0,0.0
2020-05-02 17:00:00,0.0,0.0,0.0,0.0
2020-05-02 18:00:00,0.0,0.0,0.0,0.0
2020-05-02 19:00:00,0.0,0.0,0.0,0.1
2020-05-02 20:00:00,0.0,0.0,0.0,0.0
2020-05-02 21:00:00,0.0,0.0,0.0,0.0
2020-05-02 22:00:00,0.0,0.0,0.0,0.1
2020-05-02 23:00:00,0.0,0.0,0.0,0.0
